timestamp,open,high,low,close
1648857600,103.23,107.28,100.03,105.87
1648944000,105.9,116.74,105.72,115.49
1649030400,115.46,116.99,112.02,113.46
1649116800,113.4,116.41,110.36,115.96
1649203200,115.99,118.19,115.52,116.1
1649289600,116.16,117.59,107.09,107.86
1649376000,107.73,109.23,102.03,103.23
1649462400,103.24,105.88,94.3,94.76
1649548800,94.7,96.28,93.21,96.28
1649635200,96.31,96.91,92.93,92.93
1649721600,92.92,92.92,82.26,82.53
1649808000,82.55,87.51,82.4,84.27
1649894400,84.27,87.85,82.9,87.85
1649980800,87.85,89.45,81.38,82.26
1650067200,82.26,82.7,80.44,80.79
1650153600,80.77,81.92,80.21,81.4
1650240000,81.4,83.22,78.2,78.29
1650326400,78.3,90.32,75.95,90.29
1650412800,90.29,95.21,89.26,95.13
1650499200,95.11,96.56,93.98,95.53
1650585600,95.54,99.33,90.98,91.44
1650672000,91.43,96.12,91.08,93.81
1650758400,93.79,93.82,90.01,90.04
1650844800,90.2,91.52,89.14,90.65
1650931200,90.62,96.85,88.07,96.6
1651017600,96.62,96.82,87.69,88.69
1651104000,88.68,90.83,88.18,89.47
1651190400,89.45,92.25,88.24,88.51
1651276800,88.05,89.15,84.12,85.17
1651363200,85.16,86.17,78.2,78.45
1651449600,78.47,82.7,77.98,82.1
1651536000,82.08,85.54,80.9,84.51
1651622400,84.52,85.78,82.09,83.17
1651708800,83.21,87.67,82.86,86.41
1651795200,86.41,87.31,79.33,82.63
1651881600,82.63,82.92,78.21,78.83
1651968000,78.59,78.59,65.93,69
1652054400,69.01,69.01,60.68,64
1652140800,64.07,65.13,33.8,33.93
1652227200,33.61,39.41,15.75,17.23
1652313600,17.21,19.33,1.03,1.11
1652400000,1.11,1.4,0.05101,0.1147
1652486400,0.1148,0.2309,0.00006565,0.000115
1652572800,0.000115,0.001652,0.00006128,0.000521
1652659200,0.000521,0.0005822,0.0001611,0.0002258
1652745600,0.0002258,0.0002868,0.0001182,0.0001958
1652832000,0.0001958,0.0002164,0.0001699,0.000191
1652918400,0.0001909,0.0001957,0.0001449,0.0001499
1653004800,0.0001499,0.0001549,0.00013,0.0001349
1653091200,0.0001349,0.0001491,0.0001241,0.0001244
1653177600,0.0001244,0.0001314,0.0001026,0.0001208
1653264000,0.0001208,0.0002286,0.0001204,0.0001915
1653350400,0.0001915,0.0002168,0.0001563,0.0001598
1653436800,0.0001598,0.0001809,0.0001499,0.0001757
1653523200,0.0001758,0.0002186,0.0001636,0.000181
1653609600,0.000181,0.0001825,0.0001181,0.0001352
1653696000,0.0001352,0.0001402,0.0001105,0.0001193
1653782400,0.0001228,0.0001374,0.00008295,0.00009369
1653868800,0.00009369,0.0001359,0.00007663,0.0001015
1653955200,0.0001015,0.0001861,0.00009842,0.0001273
1654041600,0.0001273,0.0001297,0.0001013,0.000112
1654128000,0.000112,0.000152,0.00009349,0.00009763
1654214400,0.00009763,0.0001088,0.00009378,0.00009889
1654300800,0.00009889,0.0001076,0.00008767,0.00009221
1654387200,0.00009221,0.00009448,0.00008489,0.00008825
1654473600,0.00008825,0.0001115,0.00007742,0.0001094
1654560000,0.0001094,0.0001481,0.0001094,0.0001414
1654646400,0.0001414,0.000173,0.00006442,0.00006442
1654732800,0.00006442,0.0001032,0.00006428,0.00008674
1654819200,0.00008675,0.00009792,0.00005832,0.0000774
1654905600,0.0000774,0.00009177,0.00006313,0.00007089
1654992000,0.00007089,0.00009813,0.00005893,0.00006908
1655078400,0.00006908,0.00007972,0.00005956,0.00006885
1655164800,0.00006885,0.00007442,0.00005447,0.00006145
1655251200,0.00006145,0.00006661,0.00005272,0.0000637
1655337600,0.0000637,0.00006667,0.00005071,0.00005968
1655424000,0.00005968,0.00006614,0.00005092,0.00005438
1655510400,0.00005438,0.00006455,0.00005038,0.0000607
1655596800,0.0000607,0.00006458,0.00004357,0.00005692
1655683200,0.00005692,0.00006537,0.00004609,0.00005996
1655769600,0.00005996,0.0000612,0.00005446,0.00005446
1655856000,0.00005446,0.00006412,0.00005427,0.00005661
1655942400,0.00005657,0.00005954,0.00005357,0.00005498
1656028800,0.00005498,0.00005988,0.00004818,0.00005688
1656115200,0.00005688,0.00006223,0.00004919,0.00006158
1656201600,0.00006158,0.00006178,0.0000424,0.0000561
1656288000,0.0000561,0.0000738,0.00005372,0.0000647
1656374400,0.0000647,0.000104,0.00004522,0.0000526
1656460800,0.0000526,0.0001291,0.00003564,0.0001147
1656547200,0.0001147,0.0005404,0.0001091,0.0003676
1656633600,0.0003676,0.0005959,0.00009663,0.0003179
1656720000,0.000318,0.0003319,0.0002101,0.0002244
1656806400,0.0002245,0.0003429,0.0001177,0.0001279
1656892800,0.0001279,0.0001444,0.00009476,0.0001313
1656979200,0.0001313,0.0001334,0.0001154,0.0001304
1657065600,0.0001304,0.0001305,0.0001073,0.000121
1657152000,0.000121,0.000122,0.0001002,0.0001117
1657238400,0.0001117,0.0001221,0.0001044,0.0001107
1657324800,0.0001107,0.0001149,0.0001061,0.000109
1657411200,0.000109,0.0001171,0.0001047,0.0001125
1657497600,0.0001125,0.0001131,0.0001049,0.000111
1657584000,0.000111,0.0001111,0.0001,0.0001023
1657670400,0.0001023,0.0001023,0.0000909,0.00009276
1657756800,0.00009275,0.00009744,0.00008475,0.00009649
1657843200,0.0000965,0.00009756,0.00008729,0.00009362
1657929600,0.00009362,0.0001137,0.00008941,0.0001067
1658016000,0.0001067,0.0001109,0.00009805,0.0001045
1658102400,0.0001045,0.0001062,0.00009783,0.0001
1658188800,0.0001,0.0001094,0.0000998,0.0001079
1658275200,0.0001079,0.0001094,0.0001012,0.0001067
1658361600,0.0001067,0.000111,0.0001003,0.0001003
1658448000,0.0001003,0.000103,0.00009762,0.0001014
1658534400,0.0001014,0.0001047,0.00009627,0.00009838
1658620800,0.00009838,0.0001044,0.00009481,0.00009896
1658707200,0.00009896,0.0001034,0.00009517,0.0001005
1658793600,0.0001005,0.0001005,0.00008392,0.00009099
1658880000,0.00009098,0.00009564,0.00008671,0.00009213
1658966400,0.00009214,0.00009821,0.00008579,0.00009771
1659052800,0.00009771,0.0001038,0.0000916,0.00009931
1659139200,0.00009931,0.0001025,0.00009358,0.00009561
1659225600,0.00009561,0.0001022,0.00009521,0.00009636
1659312000,0.00009636,0.0001035,0.00009475,0.00009676
1659398400,0.00009676,0.0001142,0.0000833,0.000104
1659484800,0.000104,0.0001098,0.00009185,0.00009863
1659571200,0.00009863,0.0001042,0.00009572,0.00009935
1659657600,0.00009935,0.0001021,0.00009564,0.00009803
1659744000,0.00009803,0.0001027,0.00009564,0.0001007
1659830400,0.0001007,0.0001055,0.00009213,0.0000983
1659916800,0.0000983,0.000101,0.00009546,0.00009817
1660003200,0.00009817,0.0001024,0.00009503,0.00009854
1660089600,0.00009854,0.0001088,0.00008555,0.0000975
1660176000,0.00009749,0.000102,0.00009066,0.0001012
1660262400,0.0001013,0.0001059,0.00009303,0.00009384
1660348800,0.00009388,0.0001931,0.00009223,0.00009765
1660435200,0.00009767,0.0001022,0.0000925,0.00009643
1660521600,0.00009645,0.0001097,0.00009332,0.00009816
1660608000,0.00009811,0.0001047,0.00009273,0.00009669
1660694400,0.00009665,0.000101,0.00009428,0.00009813
1660780800,0.00009812,0.000103,0.00009151,0.00009453
1660867200,0.00009453,0.0000992,0.00009015,0.00009588
1660953600,0.00009589,0.0000959,0.00008244,0.00008382
1661040000,0.0000838,0.00009128,0.00008318,0.00008719
1661126400,0.00008719,0.00009757,0.00008449,0.00009068
1661212800,0.00009071,0.00009787,0.00008726,0.00009108
1661299200,0.00009102,0.0001146,0.00008989,0.0001085
1661385600,0.0001086,0.0001094,0.00009746,0.0001017
1661472000,0.0001017,0.0001435,0.00009785,0.0001381
1661558400,0.0001381,0.0001706,0.0001088,0.000123
1661644800,0.000123,0.000251,0.00009164,0.0001436
1661731200,0.0001436,0.0002246,0.0001192,0.0001255
1661817600,0.000125,0.000139,0.0001241,0.0001308
1661904000,0.0001308,0.0002635,0.0001278,0.0001657
1661990400,0.0001657,0.0003812,0.0001519,0.0002312
1662076800,0.0002313,0.0004239,0.0002097,0.0002725
1662163200,0.0002725,0.000304,0.0002143,0.0002367
1662249600,0.0002365,0.0003368,0.0002161,0.0002577
1662336000,0.0002577,0.0002717,0.0002308,0.0002504
1662422400,0.0002504,0.0004152,0.0002411,0.0004148
1662508800,0.0004148,0.0004549,0.0003559,0.0003673
1662595200,0.0003683,0.0005113,0.0003345,0.0004441
1662681600,0.0004441,0.0006292,0.0004244,0.0005279
1662768000,0.0005279,0.0005553,0.0003938,0.0004388
1662854400,0.0004385,0.0004902,0.000413,0.0004378
1662940800,0.0004402,0.0004688,0.00039,0.0004166
1663027200,0.0004161,0.0004268,0.0002828,0.0002831
1663113600,0.0002841,0.0004354,0.0002841,0.0004064
1663200000,0.0003562,0.0004097,0.0002724,0.0003041
1663286400,0.0003041,0.0003042,0.000248,0.0002624
1663372800,0.0002625,0.0003233,0.0002604,0.0003121
1663459200,0.000312,0.0003401,0.0002953,0.000306
1663545600,0.0003063,0.0003176,0.0002677,0.0002727
1663632000,0.0002726,0.0003212,0.0002633,0.0003135
1663718400,0.0003134,0.000326,0.0002846,0.0003227
1663804800,0.000323,0.0003316,0.0002716,0.0002846
1663891200,0.0002846,0.0002878,0.000262,0.000274
1663977600,0.000274,0.0002796,0.0002356,0.0002546
1664064000,0.0002546,0.0002641,0.0002215,0.0002261
1664150400,0.0002239,0.0002413,0.0001846,0.0001963
1664236800,0.0001962,0.0003235,0.0001872,0.00031
1664323200,0.0003101,0.0003103,0.0002646,0.0002795
1664409600,0.0002795,0.0002976,0.0002581,0.0002766
1664496000,0.0002765,0.0002896,0.0002681,0.0002864
1664582400,0.0002869,0.000311,0.0002785,0.0003027
1664668800,0.0003019,0.0003507,0.0002865,0.0003318
1664755200,0.0003266,0.0003707,0.0002761,0.0003348
1664841600,0.0003347,0.0003542,0.0002898,0.0003282
1664928000,0.0003288,0.0003359,0.0003075,0.0003156
