timestamp,open,high,low,close
1648857600,0.9999,1,0.9989,1
1648944000,1,1,0.9989,0.999
1649030400,0.999,1,0.9989,0.9995
1649116800,0.9994,1,0.9987,0.9999
1649203200,0.9999,1,0.9988,0.9991
1649289600,0.9992,1,0.9982,0.9995
1649376000,0.9995,1,0.9988,0.9997
1649462400,0.9997,1,0.9987,0.9994
1649548800,0.9994,1,0.9991,1
1649635200,1,1,0.9991,0.9994
1649721600,0.9995,1,0.9984,0.9989
1649808000,0.9989,1,0.9985,1
1649894400,1,1,0.999,1
1649980800,1,1,0.9991,1
1650067200,1,1,0.999,1
1650153600,0.9999,1,0.9991,0.9997
1650240000,0.9997,1,0.9991,0.9997
1650326400,0.9998,1,0.999,0.9999
1650412800,0.9999,1,0.9991,0.9999
1650499200,0.9999,1,0.9989,0.9996
1650585600,0.9997,1,0.9989,0.9996
1650672000,0.9996,1,0.9985,0.9998
1650758400,0.9998,1,0.9988,0.9989
1650844800,0.9989,1,0.9985,0.9994
1650931200,0.9994,1,0.9983,0.9999
1651017600,0.9998,1,0.9983,0.9999
1651104000,0.9999,1,0.9989,0.9998
1651190400,0.9998,1,0.9986,0.9997
1651276800,0.9997,1,0.9983,0.9998
1651363200,0.9998,1,0.9985,0.9996
1651449600,0.9995,1,0.999,1
1651536000,1,1,0.9989,0.9993
1651622400,0.9994,1,0.9987,0.9999
1651708800,1,1,0.999,1
1651795200,1,1,0.9986,0.9998
1651881600,0.9997,1,0.9986,1
1651968000,1,1,0.999,0.9995
1652054400,0.9995,1,0.9987,0.9996
1652140800,0.9995,1,0.9965,0.9983
1652227200,0.9988,1,0.9981,0.9999
1652313600,0.9999,1,0.9942,1
1652400000,1,1.01,0.9957,1
1652486400,1,1,0.9988,0.9997
1652572800,0.9996,1,0.9981,1
1652659200,1,1,0.9993,1
1652745600,1,1,0.9985,0.9997
1652832000,0.9998,1,0.9988,1
1652918400,1,1,0.9988,0.999
1653004800,0.9991,1,0.9989,1
1653091200,1,1,0.9994,0.9999
1653177600,0.9999,1,0.9995,1
1653264000,1,1,0.9996,1
1653350400,1,1,0.9991,0.9998
1653436800,0.9997,1,0.9981,1
1653523200,1,1,0.9991,0.9996
1653609600,0.9997,1,0.999,0.9997
1653696000,0.9997,1,0.999,0.9995
1653782400,1,1,0.9992,1
1653868800,1,1,0.9993,1
1653955200,1,1,0.9995,1
1654041600,1,1,0.9991,1
1654128000,1,1,0.9981,1
1654214400,1,1,0.9993,1
1654300800,1,1,0.9991,0.9999
1654387200,0.9999,1,0.9992,1
1654473600,1,1,0.9995,1
1654560000,1,1,0.9994,0.9999
1654646400,0.9999,1,0.9986,0.9999
1654732800,0.9999,1,0.9991,1
1654819200,0.9999,1,0.9992,1
1654905600,0.9999,1,0.999,0.9994
1654992000,0.9994,1,0.9985,0.9998
1655078400,0.9997,1,0.9987,0.9999
1655164800,0.9999,1,0.9986,1
1655251200,1,1,0.9989,1
1655337600,1,1,0.9988,1
1655424000,1,1,0.9988,1
1655510400,1,1,0.9994,1
1655596800,1,1,0.9984,1
1655683200,1,1,0.9991,1
1655769600,0.9999,1,0.9987,1
1655856000,1,1,0.999,0.9998
1655942400,0.9999,1,0.9983,0.9991
1656028800,0.9991,1,0.9991,1
1656115200,1,1,0.999,1
1656201600,1,1,0.9992,1
1656288000,1,1,0.9992,0.9996
1656374400,0.9997,1,0.999,0.9992
1656460800,0.9992,1,0.9989,0.9999
1656547200,0.9999,1,0.9995,1
1656633600,1,1,0.999,1
1656720000,1,1,0.999,0.9999
1656806400,0.9999,1,0.9991,1
1656892800,1,1,0.9994,1
1656979200,1,1,0.9993,1
1657065600,1,1,0.9991,0.9999
1657152000,0.9999,1,0.9994,1
1657238400,1,1,0.9997,1
1657324800,1,1,0.999,0.9996
1657411200,0.9996,1,0.9992,0.9997
1657497600,0.9997,1,0.9988,0.9995
1657584000,0.9995,1,0.9988,0.9995
1657670400,0.9994,1,0.999,0.9992
1657756800,0.9992,1,0.9991,1
1657843200,1,1,0.9992,0.9998
1657929600,0.9997,1,0.9991,0.9999
1658016000,0.9999,1,0.9989,0.9999
1658102400,1,1,0.999,0.9993
1658188800,0.9994,1,0.9987,1
1658275200,1,1,0.9987,1
1658361600,1,1,0.9983,0.9991
1658448000,0.9992,1,0.9984,0.9999
1658534400,1,1,0.9988,0.9999
1658620800,0.9999,1,0.999,1
1658707200,1,1,0.9992,0.9998
1658793600,0.9998,1,0.9989,0.9993
1658880000,0.9993,1,0.9987,1
1658966400,1,1,0.999,0.9999
1659052800,1,1,0.9988,0.999
1659139200,0.9991,1,0.9984,0.9991
1659225600,0.9992,1,0.9986,0.9994
1659312000,0.9994,1,0.9988,0.9991
1659398400,0.9992,1,0.9988,1
1659484800,1,1,0.9983,0.9997
1659571200,0.9995,1,0.9988,0.9997
1659657600,0.9996,1,0.9985,1
1659744000,1,1,0.999,1
1659830400,1,1,0.999,0.9994
1659916800,0.9995,1,0.9988,0.9991
1660003200,0.9991,1,0.999,0.9997
1660089600,0.9998,1,0.9985,1
1660176000,1,1,0.9988,1
1660262400,1,1,0.9984,0.9996
1660348800,0.9995,1,0.9984,0.9997
1660435200,0.9998,1,0.9986,0.9996
1660521600,0.9996,1,0.9981,0.9994
1660608000,0.9995,1,0.9979,0.9996
1660694400,0.9995,1,0.9981,0.9998
1660780800,0.9998,1,0.9969,0.9994
1660867200,0.9995,1,0.9985,0.9987
1660953600,0.9985,1,0.9977,0.9989
1661040000,0.9989,1,0.997,1
1661126400,1,1,0.9987,0.9997
1661212800,0.9999,1,0.9977,1
1661299200,1,1,0.9986,0.9999
1661385600,0.9999,1,0.9987,0.9995
1661472000,0.9995,1,0.9991,1
1661558400,1,1,0.998,0.9994
1661644800,0.9995,1,0.9974,1
1661731200,1,1,0.9976,0.9987
1661817600,0.9988,1,0.9988,0.9999
1661904000,0.9999,1,0.9974,0.9991
